0.0096354,0.015625,0.012516,0.026223,6.6016e-05,0.00045882,0.13281,0.5,2,8
0.0096354,0.01276,0.012516,0.017527,6.6016e-05,0.00014936,0.13281,0.42188,2,8
0.009375,0.013542,0.01227,0.01903,6.4824e-05,0.00018493,0.13281,0.42969,3,9
0.009375,0.014583,0.01227,0.021819,6.4824e-05,0.00027248,0.13281,0.41406,4,10
0.0085938,0.015885,0.0115,0.022955,6.0404e-05,0.00028406,0.13281,0.40625,4,11
0.0083333,0.015365,0.011411,0.022235,6.2859e-05,0.00026722,0.13281,0.39844,4,10
0.0080729,0.015104,0.011321,0.022097,6.5174e-05,0.00026912,0.13281,0.39844,4,10
0.0078125,0.016927,0.011231,0.024248,6.7349e-05,0.00031184,0.125,0.42969,4,10
0.0078125,0.016667,0.011231,0.024122,6.7349e-05,0.00031458,0.11719,0.46875,4,10
0.0078125,0.016927,0.011231,0.024248,6.7349e-05,0.00031184,0.125,0.47656,4,11
0.0075521,0.016667,0.01114,0.024206,6.9384e-05,0.00031879,0.13281,0.46094,4,10
0.0072917,0.016146,0.011049,0.023524,7.1278e-05,0.00030279,0.125,0.46094,4,9
0.0075521,0.015885,0.01114,0.023394,6.9384e-05,0.00030511,0.13281,0.46875,4,9
0.0075521,0.016667,0.01114,0.024037,6.9384e-05,0.00031037,0.14063,0.49219,4,10
0.0078125,0.016927,0.011231,0.024164,6.7349e-05,0.00030763,0.14844,0.48438,4,11
0.0080729,0.015885,0.011321,0.023481,6.5174e-05,0.00030931,0.13281,0.47656,4,10
0.0078125,0.015625,0.011049,0.023438,6.314e-05,0.0003157,0.13281,0.46875,4,10
0.0078125,0.015625,0.011049,0.023438,6.314e-05,0.0003157,0.13281,0.46875,4,10
0.0072917,0.015885,0.010286,0.023481,5.4441e-05,0.00030931,0.14063,0.46875,4,10
0.0065104,0.015885,0.0093533,0.023481,4.6653e-05,0.00030931,0.14844,0.46875,4,11
0.0059896,0.015625,0.0084385,0.023438,3.6551e-05,0.0003157,0.15625,0.46875,4,11
0.0054687,0.016927,0.0074116,0.025315,2.5887e-05,0.00036656,0.14063,0.50781,4,11
0.0054687,0.01901,0.0074116,0.027768,2.5887e-05,0.00042381,0.14063,0.50781,4,12
0.0057292,0.020052,0.0078125,0.028634,2.9185e-05,0.00043223,0.14844,0.52344,4,13
0.0057292,0.020313,0.0078125,0.028669,2.9185e-05,0.00042346,0.14844,0.53906,4,14
0.00625,0.020313,0.008317,0.028669,3.1149e-05,0.00042346,0.14063,0.53906,4,14
0.0059896,0.021094,0.0079416,0.029197,2.8132e-05,0.00042156,0.14063,0.54688,3,14
0.0057292,0.021354,0.0078125,0.029232,2.9185e-05,0.00041223,0.14844,0.54688,2,15
0.0057292,0.021094,0.0078125,0.029057,2.9185e-05,0.00041314,0.14844,0.53125,2,16
0.00625,0.021615,0.008317,0.029197,3.1149e-05,0.00039855,0.15625,0.51563,2,16
0.0065104,0.021354,0.0084385,0.029092,2.9816e-05,0.00040381,0.15625,0.51563,2,15
0.00625,0.020833,0.008317,0.028811,3.1149e-05,0.00040971,0.16406,0.49219,1,15
0.00625,0.019531,0.008317,0.027548,3.1149e-05,0.00039041,0.16406,0.46875,0,15
0.0057292,0.017708,0.0078125,0.02454,2.9185e-05,0.00029858,0.15625,0.44531,0,15
0.0059896,0.016667,0.0079416,0.023524,2.8132e-05,0.00028511,0.16406,0.4375,0,15
0.00625,0.016406,0.0080687,0.023307,2.694e-05,0.0002835,0.16406,0.42969,0,16
0.00625,0.016406,0.0080687,0.023307,2.694e-05,0.0002835,0.17188,0.39063,0,17
0.00625,0.014583,0.0080687,0.02106,2.694e-05,0.00023881,0.17188,0.35156,0,16
0.0065104,0.014844,0.0081938,0.021204,2.5607e-05,0.0002372,0.17188,0.35938,0,15
0.0065104,0.014583,0.0081938,0.02106,2.5607e-05,0.00023881,0.16406,0.35156,0,15
0.0065104,0.014844,0.0081938,0.021108,2.5607e-05,0.00023299,0.17188,0.32813,0,15
0.0065104,0.014583,0.0081938,0.020866,2.5607e-05,0.00023039,0.16406,0.32031,0,15
0.0065104,0.014844,0.0081938,0.021012,2.5607e-05,0.00022878,0.16406,0.29688,0,15
0.0070313,0.014583,0.0086762,0.02067,2.6729e-05,0.00022197,0.16406,0.28906,0,14
0.0070313,0.014583,0.0086762,0.02067,2.6729e-05,0.00022197,0.17188,0.28125,0,14
0.0070313,0.015104,0.0086762,0.020866,2.6729e-05,0.00021439,0.17188,0.28125,0,14
0.0070313,0.015885,0.0086762,0.0213,2.6729e-05,0.00020829,0.16406,0.28906,0,15
0.0065104,0.017448,0.0081938,0.022955,2.5607e-05,0.00023018,0.16406,0.30469,0,15
0.00625,0.018229,0.0080687,0.02361,2.694e-05,0.00023292,0.15625,0.32031,0,15
0.0067708,0.019271,0.0085582,0.024623,2.8343e-05,0.00024302,0.16406,0.32031,0,16
0.0065104,0.020313,0.0084385,0.025275,2.9816e-05,0.00023404,0.17969,0.27344,0,17
0.00625,0.01901,0.008317,0.023394,3.1149e-05,0.0001923,0.17969,0.28125,0,16
0.0059896,0.017448,0.0081938,0.020621,3.2342e-05,0.00012495,0.17188,0.25781,0,15
0.0057292,0.017448,0.0078125,0.020621,2.9185e-05,0.00012495,0.17188,0.25,0,14
0.0059896,0.017448,0.0081938,0.020621,3.2342e-05,0.00012495,0.17188,0.27344,0,13
0.0057292,0.017708,0.0078125,0.020866,2.9185e-05,0.000126,0.17188,0.27344,0,14
0.0057292,0.017188,0.0078125,0.020272,2.9185e-05,0.00011954,0.16406,0.25781,0,14
0.0059896,0.017188,0.0079416,0.020272,2.8132e-05,0.00011954,0.15625,0.25781,0,13
0.0059896,0.017448,0.0079416,0.020522,2.8132e-05,0.00012074,0.14844,0.27344,0,13
0.0057292,0.018229,0.0075476,0.021538,2.4975e-05,0.0001361,0.14063,0.28125,0,13
0.0057292,0.018229,0.0075476,0.021538,2.4975e-05,0.0001361,0.13281,0.3125,0,13
0.0059896,0.017969,0.0076812,0.02149,2.3923e-05,0.00014375,0.125,0.32031,1,12
0.0057292,0.017708,0.0075476,0.021443,2.4975e-05,0.00015125,0.125,0.3125,1,11
0.0065104,0.017708,0.0086762,0.021443,3.4025e-05,0.00015125,0.14063,0.32031,1,11
0.0065104,0.017969,0.0086762,0.021585,3.4025e-05,0.00014796,0.15625,0.3125,1,11
0.00625,0.017969,0.0085582,0.021585,3.5358e-05,0.00014796,0.15625,0.30469,1,11
0.00625,0.017708,0.0085582,0.021538,3.5358e-05,0.00015546,0.15625,0.3125,1,11
0.00625,0.017969,0.0085582,0.021585,3.5358e-05,0.00014796,0.14844,0.30469,1,11
0.00625,0.017969,0.0085582,0.021585,3.5358e-05,0.00014796,0.15625,0.30469,1,11
0.00625,0.018229,0.0085582,0.021726,3.5358e-05,0.00014452,0.14844,0.30469,1,11
0.0067708,0.017969,0.0090211,0.021679,3.6761e-05,0.00015217,0.15625,0.3125,1,10
0.0070313,0.017448,0.0091332,0.02149,3.5148e-05,0.00016283,0.15625,0.3125,1,9
0.0070313,0.016927,0.0091332,0.0213,3.5148e-05,0.00017293,0.14844,0.30469,1,9
0.0070313,0.016406,0.0091332,0.020915,3.5148e-05,0.00017406,0.14844,0.30469,1,9
0.0072917,0.016146,0.0094614,0.020768,3.7603e-05,0.00017651,0.14844,0.30469,1,9
0.0070313,0.016406,0.0093533,0.021012,3.9357e-05,0.00017826,0.16406,0.3125,1,8
0.0072917,0.017969,0.009674,0.024248,4.1813e-05,0.00027424,0.17188,0.33594,1,9
0.0075521,0.017448,0.0097786,0.023394,3.9918e-05,0.00025123,0.17969,0.35938,1,8
0.0075521,0.017969,0.0097786,0.024248,3.9918e-05,0.00027424,0.17188,0.36719,1,8
0.0070313,0.017969,0.0093533,0.024248,3.9357e-05,0.00027424,0.15625,0.36719,1,7
0.0072917,0.017448,0.0094614,0.023739,3.7603e-05,0.00026806,0.16406,0.375,1,7
0.0075521,0.016927,0.0095683,0.023567,3.5709e-05,0.00027817,0.16406,0.39063,1,7
0.0078125,0.016667,0.009674,0.023438,3.3675e-05,0.0002809,0.15625,0.375,1,7
0.0078125,0.015625,0.009674,0.022372,3.3675e-05,0.00026519,0.14844,0.34375,1,8
0.0075521,0.015625,0.0093533,0.022372,3.15e-05,0.00026519,0.14063,0.32813,1,8
0.0075521,0.015104,0.0093533,0.022005,3.15e-05,0.00026491,0.14063,0.32031,1,7
0.0075521,0.014844,0.0093533,0.021866,3.15e-05,0.00026666,0.14063,0.3125,1,8
0.0075521,0.014583,0.0093533,0.021819,3.15e-05,0.00027248,0.14063,0.30469,1,8
0.0075521,0.014323,0.0093533,0.021585,3.15e-05,0.00026975,0.14063,0.30469,1,8
0.0075521,0.013281,0.0093533,0.020422,3.15e-05,0.00024898,0.14063,0.28125,1,7
0.0072917,0.013281,0.0092439,0.020422,3.3394e-05,0.00024898,0.14844,0.27344,0,7
0.0075521,0.014063,0.0095683,0.020866,3.5709e-05,0.00024582,0.15625,0.28906,0,7
0.0080729,0.014844,0.0099845,0.0213,3.5709e-05,0.0002414,0.13281,0.27344,1,7
0.0075521,0.014583,0.0091332,0.021156,2.729e-05,0.00024302,0.125,0.28906,2,6
0.0072917,0.014323,0.0090211,0.021012,2.9185e-05,0.00024449,0.125,0.28906,2,6
0.0078125,0.013802,0.0094614,0.020817,2.9465e-05,0.00025123,0.14063,0.28125,2,6
0.0080729,0.014323,0.0095683,0.021012,2.729e-05,0.00024449,0.14844,0.28906,2,6
0.0085938,0.014323,0.0099845,0.021012,2.6729e-05,0.00024449,0.14844,0.28906,2,7
0.0091146,0.014323,0.010769,0.021012,3.4025e-05,0.00024449,0.15625,0.29688,2,8
0.0088542,0.014323,0.010674,0.021012,3.6761e-05,0.00024449,0.17188,0.28125,2,8
0.0085938,0.015365,0.010384,0.021772,3.5148e-05,0.00024618,0.17188,0.29688,2,8
0.0085938,0.015625,0.010384,0.021819,3.5148e-05,0.00023993,0.17188,0.32031,2,8
0.0085938,0.016146,0.010384,0.022005,3.5148e-05,0.00023123,0.16406,0.32031,2,9
0.0083333,0.016146,0.010086,0.022005,3.3394e-05,0.00023123,0.16406,0.32813,2,10
0.0080729,0.016146,0.0097786,0.022005,3.15e-05,0.00023123,0.14844,0.3125,2,10
0.0085938,0.016406,0.010186,0.022326,3.0939e-05,0.0002372,0.14063,0.28906,2,9
0.0083333,0.015365,0.0098821,0.019609,2.9185e-05,0.00015357,0.14063,0.25781,2,9
0.0083333,0.015365,0.0098821,0.019609,2.9185e-05,0.00015357,0.13281,0.25,2,9
0.0085938,0.014063,0.0099845,0.017701,2.6729e-05,0.00011954,0.13281,0.26563,2,10
0.0085938,0.013542,0.0099845,0.016756,2.6729e-05,0.00010074,0.13281,0.25781,2,10
0.0083333,0.014063,0.0098821,0.017469,2.9185e-05,0.00011113,0.13281,0.25,2,11
0.0083333,0.014323,0.0098821,0.017527,2.9185e-05,0.00010558,0.14063,0.26563,2,12
0.0083333,0.015104,0.0098821,0.018377,2.9185e-05,0.00011337,0.14063,0.28906,2,11
0.0080729,0.015365,0.0097786,0.018543,3.15e-05,0.00011148,0.14844,0.30469,2,10
0.0080729,0.015625,0.0097786,0.018707,3.15e-05,0.00010944,0.15625,0.30469,2,10
0.0078125,0.016146,0.009674,0.019137,3.3675e-05,0.00010916,0.16406,0.3125,2,9
0.0078125,0.016146,0.009674,0.019137,3.3675e-05,0.00010916,0.17188,0.32031,2,10
0.0080729,0.016146,0.0099845,0.019137,3.5709e-05,0.00010916,0.17969,0.3125,2,10
0.0078125,0.016146,0.0098821,0.019137,3.7884e-05,0.00010916,0.19531,0.32031,2,10
0.0075521,0.016146,0.0097786,0.019137,3.9918e-05,0.00010916,0.1875,0.32813,2,11
0.0078125,0.016406,0.0098821,0.019295,3.7884e-05,0.00010671,0.17969,0.32031,2,12
0.0072917,0.015885,0.0094614,0.018869,3.7603e-05,0.00010727,0.1875,0.32813,1,13
0.0072917,0.015625,0.0094614,0.018597,3.7603e-05,0.00010523,0.19531,0.32031,0,14
0.0072917,0.015625,0.0094614,0.018597,3.7603e-05,0.00010523,0.19531,0.32813,0,13
0.0072917,0.015625,0.0094614,0.018597,3.7603e-05,0.00010523,0.1875,0.32031,0,14
0.0072917,0.015885,0.0094614,0.018652,3.7603e-05,9.8849e-05,0.19531,0.30469,0,14
0.0075521,0.015625,0.0097786,0.018488,3.9918e-05,0.00010102,0.1875,0.29688,0,13
0.0070313,0.016146,0.0093533,0.018923,3.9357e-05,0.00010074,0.19531,0.30469,0,13
0.0065104,0.015625,0.0084385,0.018707,2.9816e-05,0.00010944,0.17969,0.32813,0,13
0.0070313,0.015365,0.0089076,0.018543,3.0939e-05,0.00011148,0.17969,0.32031,0,13
0.0072917,0.014583,0.0092439,0.017701,3.3394e-05,0.00010411,0.17969,0.29688,0,13
0.0075521,0.016406,0.0095683,0.021012,3.5709e-05,0.00017826,0.17969,0.34375,0,12
0.0075521,0.016927,0.0095683,0.021585,3.5709e-05,0.00018556,0.1875,0.36719,0,12
0.0078125,0.016927,0.0098821,0.021585,3.7884e-05,0.00018556,0.19531,0.39063,0,13
0.0078125,0.017448,0.0098821,0.021959,3.7884e-05,0.00018388,0.19531,0.38281,0,13
0.0080729,0.016667,0.010384,0.021252,4.4128e-05,0.00017988,0.20313,0.39063,0,13
0.0080729,0.015885,0.010384,0.020222,4.4128e-05,0.00016199,0.21875,0.39063,0,12
0.0078125,0.015625,0.010286,0.019867,4.6303e-05,0.00015574,0.22656,0.375,0,11
0.0075521,0.015365,0.010186,0.019816,4.8337e-05,0.00016199,0.21875,0.38281,0,11
0.0078125,0.015365,0.010286,0.019816,4.6303e-05,0.00016199,0.22656,0.39844,0,10
0.0080729,0.014844,0.010384,0.01919,4.4128e-05,0.00015301,0.21875,0.38281,1,9
0.0078125,0.014583,0.010286,0.019137,4.6303e-05,0.00015883,0.22656,0.375,1,9
0.0075521,0.013802,0.010186,0.018322,4.8337e-05,0.0001502,0.21875,0.36719,1,9
0.0078125,0.014583,0.010286,0.019453,4.6303e-05,0.00017146,0.21875,0.39844,1,10
0.0080729,0.015625,0.010578,0.02106,4.8337e-05,0.00020626,0.21875,0.39844,1,11
0.0080729,0.015104,0.010578,0.02067,4.8337e-05,0.00020598,0.22656,0.42188,1,11
0.0080729,0.015365,0.010578,0.020817,4.8337e-05,0.00020408,0.22656,0.42188,1,12
0.0080729,0.016927,0.010578,0.022508,4.8337e-05,0.00022765,0.21875,0.4375,1,12
0.0083333,0.017188,0.010674,0.022732,4.6022e-05,0.00022899,0.22656,0.45313,1,12
0.0083333,0.017969,0.010674,0.023394,4.6022e-05,0.00023214,0.22656,0.45313,1,11
0.0080729,0.01849,0.010578,0.02391,4.8337e-05,0.00023776,0.21875,0.44531,1,10
0.0083333,0.020052,0.010674,0.025872,4.6022e-05,0.00027648,0.21094,0.46094,1,9
0.0078125,0.021615,0.010286,0.028132,4.6303e-05,0.00033541,0.21094,0.46094,1,10
0.0080729,0.021615,0.010578,0.028132,4.8337e-05,0.00033541,0.21875,0.51563,1,9
0.0080729,0.021354,0.010578,0.028096,4.8337e-05,0.00034488,0.21875,0.52344,1,9
0.0075521,0.021615,0.010186,0.028204,4.8337e-05,0.00033962,0.21875,0.53906,1,9
0.0072917,0.022396,0.0098821,0.02874,4.6022e-05,0.00033562,0.21094,0.53906,1,8
0.0072917,0.022135,0.0098821,0.028563,4.6022e-05,0.0003371,0.21094,0.53125,1,8
0.0075521,0.022135,0.010186,0.028563,4.8337e-05,0.0003371,0.21875,0.53906,1,8
0.0070313,0.021875,0.0097786,0.028527,4.7776e-05,0.00034685,0.23438,0.53906,1,8
0.0065104,0.022396,0.0093533,0.028811,4.6653e-05,0.00033983,0.23438,0.50781,1,8
0.0065104,0.020573,0.0093533,0.026493,4.6653e-05,0.00028827,0.24219,0.49219,1,8
0.0067708,0.020313,0.009674,0.026223,4.9389e-05,0.00028455,0.23438,0.48438,1,8
0.00625,0.021094,0.0092439,0.026799,4.7986e-05,0.00028266,0.24219,0.47656,1,9
0.00625,0.021094,0.0092439,0.026799,4.7986e-05,0.00028266,0.23438,0.46875,1,10
0.0057292,0.021094,0.008317,0.026799,3.7603e-05,0.00028266,0.21875,0.47656,1,10
0.0054687,0.021094,0.0081938,0.026799,3.8515e-05,0.00028266,0.21875,0.47656,1,10
0.0057292,0.020573,0.008317,0.026493,3.7603e-05,0.00028827,0.22656,0.46094,1,10
0.0057292,0.021094,0.008317,0.026647,3.7603e-05,0.00027424,0.22656,0.44531,1,10
0.0059896,0.022135,0.0086762,0.028132,4.076e-05,0.00031184,0.24219,0.47656,0,10
0.0057292,0.023177,0.0085582,0.029266,4.1813e-05,0.00033036,0.25,0.46875,0,11
0.0057292,0.024219,0.0085582,0.029817,4.1813e-05,0.00031296,0.25,0.47656,0,11
0.00625,0.024479,0.0090211,0.02992,4.3777e-05,0.00030616,0.25781,0.46094,0,11
0.00625,0.023177,0.0090211,0.029057,4.3777e-05,0.00031773,0.25781,0.46875,0,10
0.00625,0.022917,0.0090211,0.028669,4.3777e-05,0.000307,0.25,0.46875,0,9
0.00625,0.023698,0.0090211,0.029197,4.3777e-05,0.0003009,0.25781,0.46875,0,9
0.0059896,0.023698,0.0089076,0.029197,4.497e-05,0.0003009,0.25,0.45313,0,10
0.0054687,0.022396,0.0084385,0.027951,4.2725e-05,0.00028932,0.24219,0.4375,0,9
0.0054687,0.022396,0.0084385,0.027951,4.2725e-05,0.00028932,0.24219,0.44531,0,9
0.0059896,0.021354,0.0089076,0.027362,4.497e-05,0.00030279,0.25,0.46875,0,9
0.0065104,0.020573,0.0093533,0.026799,4.6653e-05,0.00030511,0.24219,0.45313,0,9
0.00625,0.01901,0.0092439,0.02491,4.7986e-05,0.00026806,0.25,0.44531,0,8
0.0065104,0.016927,0.0093533,0.022143,4.6653e-05,0.00021082,0.24219,0.39844,0,8
0.0065104,0.016667,0.0093533,0.022097,4.6653e-05,0.00021776,0.23438,0.39063,1,8
0.0065104,0.016667,0.0093533,0.022097,4.6653e-05,0.00021776,0.25,0.375,1,8
0.0067708,0.016146,0.0094614,0.021912,4.518e-05,0.00022702,0.25,0.35938,1,8
0.0067708,0.015104,0.0094614,0.021156,4.518e-05,0.00022702,0.24219,0.34375,1,8
0.0070313,0.015625,0.0095683,0.021726,4.3566e-05,0.00023572,0.22656,0.35938,1,8
0.0070313,0.016927,0.0095683,0.022866,4.3566e-05,0.00024449,0.21875,0.36719,1,8
0.0072917,0.01901,0.009674,0.025555,4.1813e-05,0.00030174,0.22656,0.36719,1,9
0.0075521,0.01901,0.0097786,0.025555,3.9918e-05,0.00030174,0.21094,0.39063,1,9
0.0072917,0.019792,0.0094614,0.026146,3.7603e-05,0.00030195,0.21094,0.38281,1,9
0.0072917,0.019792,0.0094614,0.026146,3.7603e-05,0.00030195,0.20313,0.38281,1,9
0.0075521,0.019271,0.0095683,0.025674,3.5709e-05,0.00029774,0.20313,0.38281,1,8
0.0075521,0.01849,0.0095683,0.025315,3.5709e-05,0.00030931,0.20313,0.38281,1,8
0.0072917,0.019271,0.0094614,0.025911,3.7603e-05,0.00031037,0.20313,0.40625,1,8
0.0078125,0.01901,0.0098821,0.025793,3.7884e-05,0.00031437,0.21094,0.42188,1,8
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
